Country,Year,Default,Debt_GDP,ExtDebt_GDP,DebtServ_XGDP,RealGDP_growth,GDP_per_capita_USD,Inflation,fiscal_balance,primary_balance,CurrentAccount_GDP,Reserves_months,ExchangeRate_change,Trade_openness,US_FedFundsRate,World_GDP_growth,Oil_price_index,VIX,ICRG_political,ElectionYear
Nigeria,1996,0,142.7783158,74.22942548,18.90296353,6.216410757,2033.682162,58.78523142,9.851398919,9.946032645,0.265969667,2.750425496,72.24708778,141.6231606,8.008225873,-0.200968623,143.8837716,42.9657005,44.73467193,0
Nigeria,1997,0,103.4254716,88.63102311,24.99620054,-1.258438345,37179.10789,34.94666744,6.75056318,9.320794242,6.004521102,5.020395658,30.66852435,131.1997873,9.259503036,4.523378935,77.63981548,61.71422151,50.56197102,1
Nigeria,1998,0,107.2922893,21.41216192,38.35936144,-7.522388694,8700.2575,0.934035561,-3.351680417,-4.768975803,10.19502187,1.659491365,80.80807392,66.28953209,4.004540879,0.976607909,139.6831716,30.07877627,59.84618758,0
Nigeria,1999,0,102.19668,87.99361197,23.08576157,1.288836833,56726.13899,66.15574635,1.659413105,0.101281212,2.175388233,2.491840282,70.25115323,43.77315658,13.06639801,2.889102742,156.2221993,74.45351637,68.03000012,0
Nigeria,2000,0,45.86897806,63.4217729,33.66875642,9.046027692,56005.71616,29.46118381,1.780701946,2.463540353,17.53141661,4.512952732,-8.517747509,47.37027649,0.36552139,0.009994883,108.3345804,72.19258912,66.68090758,0
Nigeria,2001,0,74.38340233,21.43994418,24.14946749,5.859873028,13762.53522,44.11650782,-10.13794423,-9.410162026,19.07336683,4.291193563,44.51534243,86.88602415,8.358401434,1.643753366,86.8929371,17.2628049,70.45709361,0
Nigeria,2002,0,117.6221738,48.47876698,6.42747547,1.574012954,36980.9515,66.58148589,-9.998784171,-12.71954393,19.81369266,9.116622085,-48.88818103,97.5804827,5.757754428,-0.355984981,151.8474159,11.91798401,87.5638146,0
Nigeria,2003,0,33.17847668,24.47742641,16.02528963,2.936113207,1971.917573,90.73632744,-3.260482416,-2.613816142,6.775644404,1.359996509,9.406287389,24.26586116,9.058562933,-2.449970739,141.63368,78.35209381,90.93737245,0
Nigeria,2004,0,56.12086089,73.03131,25.14423277,8.611240541,55927.77602,81.67087614,7.789328503,7.035945448,17.30481867,10.39518346,-14.30597483,73.7617027,5.402580747,-1.745596324,61.68682377,76.95325173,78.98002404,1
Nigeria,2005,0,55.9214841,78.2981321,38.27078881,-1.433144111,31522.3423,42.31269856,-14.75015563,-13.26550048,-3.820812188,9.886669964,90.56745189,127.950325,10.76531868,-0.38392955,150.001946,39.55999231,26.31537943,0
Nigeria,2006,0,76.16246059,19.52168682,35.06956259,-3.372117221,2880.42214,35.71723153,4.562640899,6.411274886,14.38369565,9.308903856,10.80835176,77.76276353,0.304971645,5.786284056,123.2776899,13.53943269,96.90339132,0
Nigeria,2007,0,147.4479363,55.55258674,12.9924465,9.5448313,20747.24958,20.17687258,-13.56183041,-13.24890749,16.36697195,4.057782168,48.10966426,41.99280082,6.088341582,5.691049352,163.0053435,53.32128869,95.79184691,0
Nigeria,2008,0,28.77533107,83.31625504,12.70384405,7.26886267,4887.912873,34.10480887,-3.044447128,-6.034216939,16.16561889,9.963140534,59.79724139,144.1318381,12.468954,4.448970082,78.60763128,30.53870752,76.93630356,1
Nigeria,2009,0,87.43112927,94.25467374,12.04105385,-3.539128308,23758.78303,6.659870666,0.946820827,1.765015688,13.23385132,2.602223923,65.9818808,54.61582019,3.753010767,-0.90744554,88.73246269,75.57060908,61.39512571,1
Nigeria,2010,0,43.31740866,56.21660801,37.28746137,-0.724388053,40294.60263,96.96607838,2.168981677,3.662269355,-3.736033534,1.930705867,60.3662788,123.7956745,0.791263176,0.974419265,131.4969109,65.62633475,40.04946867,1
Nigeria,2011,0,146.1879509,95.52513013,34.84331536,-1.69843742,28352.42751,55.26133162,-13.53801841,-15.04411881,-13.64370072,1.016997835,-6.625240852,45.19324162,7.447861118,0.958045546,122.2600292,55.47156489,80.50809116,0
Nigeria,2012,0,34.72945561,58.21200734,32.12092013,-7.018086427,23208.21383,8.419613493,-4.534909565,-4.747033559,-6.641745746,11.30206917,52.91015451,75.0124548,14.64800191,0.482759203,107.9548057,29.91526933,90.2288143,0
Nigeria,2013,0,72.46813031,45.47714451,18.745729,9.156386476,7413.675619,32.04463097,-0.404068487,2.390291253,10.69154277,4.042125324,32.35142234,83.75493017,0.962378423,-2.596077254,161.9049972,59.08880056,73.21500807,0
Nigeria,2014,1,115.925048,86.33828157,22.65332465,-1.913751376,14922.86103,52.43911008,-13.34886157,-14.56016825,-10.68457955,11.05260562,39.60589972,85.08258847,1.050847391,1.810746368,134.7127345,30.24177867,70.32581063,0
Nigeria,2015,0,111.5920756,54.36844394,21.25161107,7.506581653,6278.554278,50.95299185,-11.62263609,-13.28371658,-0.869117407,3.635055957,-49.8778074,87.14160285,8.926748474,-2.344692071,156.5407781,12.63416889,35.44037637,1
Nigeria,2016,0,74.9547228,52.47122595,13.86893376,-6.212875446,48507.67428,-1.272146285,1.591224738,-0.14364652,2.615980719,10.93700853,-11.26135986,49.24318029,3.751015693,4.217268126,72.98824435,45.59042113,48.62372183,0
Nigeria,2017,0,65.04814183,54.12812405,22.67598162,0.957416213,8373.817731,94.83830859,-1.959045085,-1.606240079,4.154342498,10.89518411,89.60255451,87.06901785,6.153468505,3.221764286,159.3482443,44.20791814,77.85089776,0
Nigeria,2018,0,71.68960921,86.21065017,6.067379175,-9.520772298,35843.78998,23.91444655,-10.95428347,-8.25556086,17.42902194,11.12227452,-6.488587504,82.622658,12.45760729,0.17463306,119.2292162,63.41041811,21.35189911,0
Nigeria,2019,0,54.35591421,84.87473875,9.613363072,5.284409677,20761.60269,-3.300609762,-1.619016577,-0.966875802,6.459720817,6.205764552,15.70232834,47.13353463,2.982730263,2.82422744,55.06519035,70.59717176,71.30114218,0
Nigeria,2020,0,46.69328203,46.31679932,36.03063587,1.618277965,13790.90956,3.02662094,7.817309336,6.637248058,11.45195264,10.4583823,-21.99890267,148.4649027,10.78949905,-0.902666941,85.1737331,34.81279421,81.33362408,0
Nigeria,2021,0,82.79516068,39.99698739,31.30879185,2.511791669,38476.26584,55.92046484,-14.61031038,-13.77889171,3.275133916,11.43380781,-29.20961721,132.5232411,7.567282699,-0.612749415,53.86345876,41.46311071,46.7763589,0
Nigeria,2022,0,54.90938829,54.27352216,19.80039432,-8.965582349,27583.03787,9.467479671,1.065844337,1.814898123,13.34321275,4.233094832,-18.6996547,135.3849256,13.57436539,-0.172798348,118.5311783,42.92802938,26.09342154,0
United Kingdom,1980,0,57.37001644,61.54952588,23.10026268,-5.779233396,24188.6844,-0.61889675,-13.15873913,-12.57718832,-9.453455477,5.317055665,33.04709933,109.1242365,3.451559323,5.756658003,169.55174,32.81158324,85.52955031,0
United Kingdom,1981,0,105.3782883,31.45034896,17.94996101,-8.513382553,35693.26469,34.86077897,-14.83876393,-16.88220668,-11.60489313,8.771262154,87.85429771,40.78661399,12.05653175,1.364647071,81.60370203,79.12146919,31.34694636,0
United Kingdom,1982,0,145.9098531,81.45595762,30.92729535,-4.221713684,29628.67742,60.3899252,-11.23363778,-10.42623699,17.05280195,3.95413795,-1.070123016,93.85196831,7.198065902,2.261823532,134.4171841,70.79528819,49.66408848,1
United Kingdom,1983,0,98.47283607,53.78344892,32.44655127,2.548780154,18418.00725,6.743179508,-4.427334204,-4.846347489,7.739235054,9.168807052,-1.488807169,126.7871521,9.154529613,3.712582867,80.07006716,67.79696022,76.58032841,0
United Kingdom,1984,0,30.00733072,40.06409936,31.71498166,1.323719686,33675.95888,27.89942238,5.058599975,2.170152326,6.861023082,1.34975967,34.62108803,25.03574353,1.382301258,-0.131932723,92.75561376,45.07815843,85.35887901,0
United Kingdom,1985,0,29.8258698,19.61388937,30.29141037,2.242996432,40269.06502,38.86487052,-7.955362585,-7.716775662,-1.308190455,6.520231419,3.511407654,84.45960343,3.07547375,-0.959336845,85.32219395,66.49612495,88.99055348,0
United Kingdom,1986,0,143.6850187,31.49606444,12.15765185,0.985025428,1893.581568,11.74331027,0.64183031,3.577430781,-4.932109628,1.906605067,86.5624072,71.4959744,11.60036822,5.682166552,146.7507007,28.68087532,62.43337533,0
United Kingdom,1987,1,58.64780274,95.43530546,16.82894927,-4.539424086,28112.54222,48.13775934,-4.721084051,-5.622646506,2.227647779,3.873219979,6.677206396,47.57621486,3.358626618,0.893538521,129.0093417,49.24546275,58.06973572,1
United Kingdom,1988,0,31.96870819,37.45897181,21.44459022,-5.109850053,3743.69209,3.947479125,-9.141705201,-6.348349891,-15.17734602,3.474192014,23.56633788,69.17250049,1.387947413,-2.985682561,158.1948719,37.50426429,87.86538216,1
United Kingdom,1989,0,97.87579633,25.19733604,16.5777547,-7.258806329,11428.40322,-0.115557884,-2.143822143,-4.566587693,-1.811497557,10.14771885,30.0083926,147.8546764,8.958049234,4.539464687,82.9915156,21.99393381,65.0461676,0
United Kingdom,1990,0,101.0743412,51.46055125,31.42290701,6.981417498,33762.37142,49.58271355,4.936612259,6.331312955,-1.785291821,2.725448437,67.31016927,114.0216324,8.219047742,2.396977452,51.37228036,15.0829402,66.29205827,0
United Kingdom,1991,0,104.3056266,37.6378969,16.52737335,2.329587171,52011.47824,21.02918214,5.812309251,3.498289219,1.533460518,9.797151082,34.58589091,58.9398204,9.118408935,-1.482972936,152.0764351,49.07528681,54.71786944,0
United Kingdom,1992,0,54.76226362,13.16433252,9.838123037,-6.26977975,53003.49905,5.014249829,6.162988297,4.804417738,5.387424575,9.630543978,-14.12673498,98.69615669,9.274582445,-2.728742761,67.22809377,16.83473944,49.82511775,0
United Kingdom,1993,0,21.96438895,39.08306956,18.96641582,-6.455812404,4475.657405,39.51082169,-6.536054686,-6.111009674,18.29273464,6.237155139,-31.40191901,52.06531124,7.502960188,-0.376658121,86.94578366,60.26021677,58.44326858,1
United Kingdom,1994,0,145.451998,58.96977615,39.29700515,7.460712031,25320.57365,91.08977765,4.836401618,5.393079782,6.086765084,3.189197439,90.666182,99.40970817,7.406608809,5.350983859,95.85292287,74.50279351,49.1877995,0
United Kingdom,1995,0,52.61609594,59.65411348,12.90584945,4.854617275,35105.48704,71.0402069,-9.695538622,-8.044270719,15.34900608,3.109307909,70.2344492,136.5016696,13.86248348,5.40142053,162.0203138,21.34742768,47.483716,0
United Kingdom,1996,0,107.8834174,42.09030291,26.42555306,3.187981598,9080.073302,80.63967111,3.460627531,4.152495974,2.252154459,5.846633442,-46.55521846,92.39398399,8.008225873,-0.200968623,143.8837716,42.9657005,99.49314736,0
United Kingdom,1997,0,111.8618831,50.25724806,20.15405674,-1.862717849,45996.30334,86.55096882,8.709610657,9.271298883,5.077115305,0.601303585,73.22934765,115.3341968,9.259503036,4.523378935,77.63981548,61.71422151,46.89707953,0
United Kingdom,1998,0,99.30096422,96.89661264,7.485859868,-4.760488714,44730.84493,97.12591285,-14.65640413,-12.18228561,-17.20652188,6.610533678,38.58966909,78.93406983,4.004540879,0.976607909,139.6831716,30.07877627,40.5106998,0
United Kingdom,1999,0,60.67796125,43.96136295,22.07568121,9.589015262,54229.45852,75.14089022,-3.990901721,-4.277937207,-14.66945108,11.45696455,27.83413526,88.1361093,13.06639801,2.889102742,156.2221993,74.45351637,48.31392719,1
United Kingdom,2000,0,55.24251299,33.24041319,29.5757515,5.9447915,806.6149214,58.8828318,1.19427471,-0.454130617,3.186817408,2.279129141,-48.16562315,110.3597602,0.36552139,0.009994883,108.3345804,72.19258912,67.26250725,0
United Kingdom,2001,0,97.69687675,31.91203397,22.96269915,-3.964415537,13236.04937,33.36971743,2.544394262,0.515125772,-4.171485202,7.093474647,67.12960846,125.6126507,8.358401434,1.643753366,86.8929371,17.2628049,92.87923893,1
United Kingdom,2002,0,132.5924324,51.19881514,35.52371223,6.951295926,49683.04684,14.07253984,-10.59780604,-11.19783846,11.95242079,11.56045492,-20.29024786,105.7286802,5.757754428,-0.355984981,151.8474159,11.91798401,83.02914002,0
United Kingdom,2003,0,143.0753848,78.35681338,15.11279558,5.178638972,40333.62903,67.09928677,9.304581881,10.58109841,1.727114995,10.3960046,59.19718198,147.0739592,9.058562933,-2.449970739,141.63368,78.35209381,87.37929113,0
United Kingdom,2004,0,33.76775457,28.53893658,8.018720996,-4.058389002,53695.07427,99.46974854,0.381634199,-2.363104891,15.29164156,10.27937134,-47.6197629,126.5769364,5.402580747,-1.745596324,61.68682377,76.95325173,88.72068885,0
United Kingdom,2005,0,40.12771964,73.83665144,37.77979641,-1.468942915,3713.625375,44.07266188,-10.89148497,-13.11716465,18.89326714,9.9512742,69.45304745,121.0308266,10.76531868,-0.38392955,150.001946,39.55999231,93.64227172,0
United Kingdom,2006,1,142.8157136,11.9034841,18.23687223,-6.280931092,35938.74875,70.98633365,-14.48693721,-16.85025645,-14.0945926,4.05377147,-46.54407975,129.8632053,0.304971645,5.786284056,123.2776899,13.53943269,38.80569863,0
United Kingdom,2007,0,115.7495797,47.70396802,25.1741943,-7.778951112,34272.08052,46.98470725,4.58160497,5.093105888,-4.206889934,10.74209356,-14.61606439,56.55742161,6.088341582,5.691049352,163.0053435,53.32128869,56.66928248,0
United Kingdom,2008,0,134.7891972,79.82785587,32.72010941,4.455240657,2429.762657,40.35300945,-13.00738151,-14.55019361,6.59924101,11.32541404,-9.758268123,76.16613001,12.468954,4.448970082,78.60763128,30.53870752,50.81581333,0
United Kingdom,2009,0,46.34224244,40.48596602,16.35097824,-4.649762853,30957.26799,38.08208942,-11.47372697,-13.4761704,-7.780449784,6.201612868,-26.37370428,93.38017939,3.753010767,-0.90744554,88.73246269,75.57060908,50.55015957,0
United Kingdom,2010,0,96.38616324,60.73633913,30.06575884,6.401187315,36688.36259,47.98559171,-0.629249329,-0.07262501,-9.318706491,4.577567043,22.15872943,80.1102214,0.791263176,0.974419265,131.4969109,65.62633475,72.18269214,0
United Kingdom,2011,0,111.1481473,28.44813095,9.739659744,9.91217423,11720.2025,33.5240445,0.087637586,1.655497079,12.54954243,5.263633679,-7.446806057,130.1695164,7.447861118,0.958045546,122.2600292,55.47156489,52.14424483,0
United Kingdom,2012,0,108.4145451,76.7795852,15.19528115,-8.467603721,16617.77611,73.62119879,2.172177965,1.165107464,19.21513876,4.343374081,98.99319636,23.5189073,14.64800191,0.482759203,107.9548057,29.91526933,69.30642447,0
United Kingdom,2013,0,73.05971981,14.70511929,10.06487226,-0.539297498,38528.73657,86.79856279,-5.162149683,-4.692922049,10.95213325,2.942812083,36.995319,47.19280424,0.962378423,-2.596077254,161.9049972,59.08880056,50.5823491,0
United Kingdom,2014,0,22.00133592,86.72883804,33.39306954,6.041251186,28257.56657,87.7029572,4.347466724,1.936213203,0.947064912,7.612157408,34.97167376,134.6218503,1.050847391,1.810746368,134.7127345,30.24177867,44.89025462,0
United Kingdom,2015,0,95.78038738,27.83767478,12.79272323,5.779017931,51523.41536,18.90836491,9.35896499,11.97011117,-2.299550722,6.969864192,-16.86955548,27.6830179,8.926748474,-2.344692071,156.5407781,12.63416889,48.24617428,0
United Kingdom,2016,0,52.90320009,88.69582285,30.10912444,5.199943167,20740.19143,89.07045957,-8.222626423,-9.201249311,1.585908821,5.819728317,11.30341581,49.50847947,3.751015693,4.217268126,72.98824435,45.59042113,84.30056448,1
United Kingdom,2017,0,78.533052,41.72763172,38.0154439,-3.020101294,16219.58161,30.86287934,2.575715413,5.560749572,-1.486411912,1.602221947,-31.40330085,65.66254295,6.153468505,3.221764286,159.3482443,44.20791814,68.0840829,1
United Kingdom,2018,0,144.485532,75.0415217,23.47202732,-0.922934886,59096.49664,27.47730488,8.21171631,11.08324284,0.115522271,9.664269094,64.37938784,117.5962729,12.45760729,0.17463306,119.2292162,63.41041811,97.91981864,0
United Kingdom,2019,0,71.87459129,38.7302768,23.90102173,1.899367147,54694.80548,71.30938603,2.157169065,3.830109761,-11.86187798,2.511735972,-0.326113077,92.8234905,2.982730263,2.82422744,55.06519035,70.59717176,86.61249811,1
United Kingdom,2020,0,129.1742089,91.53205041,21.13617488,9.478811671,2030.866876,26.99311571,2.027737466,-0.851859961,16.14967797,1.817463499,62.79487501,144.0986114,10.78949905,-0.902666941,85.1737331,34.81279421,58.86244867,1
United Kingdom,2021,0,44.51027875,21.3973413,16.40615502,-3.449054581,46312.49833,0.561472589,-9.405685773,-9.144836251,10.18140006,7.665321048,5.754399989,49.62375196,7.567282699,-0.612749415,53.86345876,41.46311071,39.39010681,0
United Kingdom,2022,0,107.4198647,26.06678103,21.64792608,8.462877754,6886.985997,34.22986609,-1.621744992,-4.100726469,7.239096908,5.084410154,98.31358602,133.3756526,13.57436539,-0.172798348,118.5311783,42.92802938,73.91272892,0
Algeria,1980,0,147.0109041,54.37271126,26.09826363,-4.612861636,1940.866131,70.75388804,-0.93692891,1.433899246,17.99699884,1.187797467,-24.33175666,56.77875367,3.451559323,5.756658003,169.55174,32.81158324,78.13168218,0
Algeria,1981,0,33.24610311,17.37445951,39.50970503,9.781489309,16639.6223,29.33063413,2.503239061,4.241056577,-8.624226723,4.589036082,-49.77141592,51.91477369,12.05653175,1.364647071,81.60370203,79.12146919,57.13407838,0
Algeria,1982,0,21.08159249,27.63821662,37.82175958,3.405273737,16379.94898,61.10370088,9.920536247,12.75457851,-16.75362356,9.375474051,39.22383121,84.78877575,7.198065902,2.261823532,134.4171841,70.79528819,38.39377059,0
Algeria,1983,0,76.36576304,94.9389744,35.17535354,-0.729770393,49213.33011,64.31254165,-14.15890444,-13.50860672,13.04554641,7.57536586,92.94298001,29.25658568,9.154529613,3.712582867,80.07006716,67.79696022,64.57906543,0
Algeria,1984,0,32.0413128,97.8840695,36.11956875,2.267808561,42726.83458,72.04228123,-13.36918347,-13.23614664,19.93667855,4.672039264,47.05810824,69.95991169,1.382301258,-0.131932723,92.75561376,45.07815843,40.30634019,0
Algeria,1985,0,117.2899655,43.86333964,21.37472142,-4.549376619,58902.08281,89.19869896,-13.05124826,-12.93740513,3.137297521,2.705755104,-37.14147159,66.23787585,3.07547375,-0.959336845,85.32219395,66.49612495,95.19986541,0
Algeria,1986,0,138.8913263,93.09574189,28.01055145,-4.51652285,42777.32015,40.41927242,3.574478362,2.893168609,-17.64762448,7.765649639,31.07205737,40.81320224,11.60036822,5.682166552,146.7507007,28.68087532,70.31073984,0
Algeria,1987,0,76.42272645,59.03422081,36.3273353,-7.728909123,25269.85653,12.47536805,-11.59115512,-11.77901472,11.21872161,10.70688596,86.42304042,131.9033299,3.358626618,0.893538521,129.0093417,49.24546275,43.35447693,0
Algeria,1988,0,53.63251348,34.27682193,18.75327677,-7.718994046,42025.98136,28.48720012,0.561296862,1.373772361,-17.05003805,7.932136257,-49.02408982,70.16565368,1.387947413,-2.985682561,158.1948719,37.50426429,37.25845507,0
Algeria,1989,0,76.47243147,73.2158849,38.66168674,-3.046565171,59967.70631,40.37756179,-6.883278053,-4.285592407,1.60055945,9.848394328,-24.96316807,147.6496233,8.958049234,4.539464687,82.9915156,21.99393381,77.33786267,1
Algeria,1990,0,114.0482163,69.30116259,19.55251217,5.257109558,42695.47039,69.95860428,-3.567001095,-2.991695065,-8.898701032,6.497570143,72.18423342,136.9620334,8.219047742,2.396977452,51.37228036,15.0829402,76.62346242,0
Algeria,1991,0,21.17704101,99.02127872,26.03789329,2.159423352,45772.37695,-3.622176816,-9.608421005,-7.465725351,16.60107122,8.756667728,84.08606599,45.32539094,9.118408935,-1.482972936,152.0764351,49.07528681,67.77057852,0
Algeria,1992,0,96.62901863,33.85425587,29.84316496,-7.948308793,56320.39141,28.15746526,6.652664033,8.8293435,-1.94675147,10.8066079,56.07409313,85.6658824,9.274582445,-2.728742761,67.22809377,16.83473944,69.14408201,0
Algeria,1993,0,99.72791904,70.48535524,38.27072046,7.0447305,7084.9803,76.88347101,-0.346241896,-0.233245841,15.93853394,9.39155825,98.73402455,98.23453799,7.502960188,-0.376658121,86.94578366,60.26021677,68.30952023,1
Algeria,1994,0,102.8994721,14.68213795,13.56156959,2.02735254,42375.62232,65.44005885,8.61408159,7.698899439,-8.03675659,10.96332046,-36.46761056,126.4648654,7.406608809,5.350983859,95.85292287,74.50279351,48.80827574,0
Algeria,1995,0,51.4628704,20.22814348,31.11458424,9.217111536,51093.11569,71.83269723,-0.635093757,0.202349483,-4.505496647,5.458105424,31.85147738,135.1335575,13.86248348,5.40142053,162.0203138,21.34742768,94.9931528,0
Algeria,1996,0,112.826854,10.35265375,23.22854552,3.403709348,57276.40243,80.24013079,-11.90229924,-12.22703518,17.88476753,10.89853293,52.7492084,101.1223428,8.008225873,-0.200968623,143.8837716,42.9657005,58.34227714,1
Algeria,1997,0,31.88089322,99.9514613,14.39949992,-6.496502726,12894.8666,77.23975048,-10.72823915,-13.23959395,-11.94742196,7.648023197,55.39670806,24.56744641,9.259503036,4.523378935,77.63981548,61.71422151,21.62623201,0
Algeria,1998,0,45.90514374,82.20463274,32.18123939,-0.524332754,30384.56176,66.62923245,9.726849409,8.993704012,3.140046066,10.50556081,69.0226923,82.56593844,4.004540879,0.976607909,139.6831716,30.07877627,47.86890739,0
Algeria,1999,0,134.0711061,80.80507133,24.32777981,2.969951951,40929.1244,41.1644609,3.139129933,6.103562762,-4.459586858,0.9528301,87.64390676,135.0244597,13.06639801,2.889102742,156.2221993,74.45351637,30.42260629,0
Algeria,2000,0,116.0340096,55.87534678,28.13408372,-9.434705979,15073.82345,98.27782453,-13.76803125,-16.47696003,10.9666754,8.065302392,4.246216843,112.8316483,0.36552139,0.009994883,108.3345804,72.19258912,49.07070328,0
Algeria,2001,0,21.78692202,37.00603746,16.3015374,-9.701794717,36148.22994,54.75268554,2.594525126,3.774526597,-14.82814515,10.25171341,-43.55549108,133.1184524,8.358401434,1.643753366,86.8929371,17.2628049,68.6609988,0
Algeria,2002,0,52.28891385,23.6137856,21.84458831,-7.411939988,15677.45332,16.29076698,-4.69567383,-2.648541599,-2.51140124,2.503323387,4.366287172,107.6303727,5.757754428,-0.355984981,151.8474159,11.91798401,21.81315796,1
Algeria,2003,0,47.87284279,35.6207265,26.60739878,-4.966711299,20207.38413,25.74534979,-7.319790329,-6.427434909,7.957305074,8.110549735,50.74221451,25.72455128,9.058562933,-2.449970739,141.63368,78.35209381,89.6160425,0
Algeria,2004,0,55.20482264,43.83740997,19.1718785,-1.40901753,26658.66618,67.82405788,-11.14848016,-10.72999077,-3.7193506,9.986979213,-17.9815869,145.8408653,5.402580747,-1.745596324,61.68682377,76.95325173,68.82472948,0
Algeria,2005,0,52.18277014,78.06790873,11.94303889,-0.251190525,31892.6489,92.09765435,5.997598864,7.242925366,-17.65873043,3.811417751,71.49594273,139.3424103,10.76531868,-0.38392955,150.001946,39.55999231,43.6297501,0
Algeria,2006,0,28.12841845,58.569561,38.65741723,-7.239447821,27127.14254,13.76561357,-13.40396553,-13.8279091,8.204490453,5.160332771,-17.03533134,36.45534019,0.304971645,5.786284056,123.2776899,13.53943269,44.89641391,0
Algeria,2007,0,79.66226716,16.97352639,22.9013639,3.467831582,29743.77253,3.646382053,-7.754113441,-10.20594302,0.127933107,7.049453763,-48.49048964,34.64985169,6.088341582,5.691049352,163.0053435,53.32128869,57.25345412,0
Algeria,2008,0,115.2553517,11.62261081,30.68721296,1.922761234,18125.74875,87.56076004,-7.340427654,-4.566197129,-19.54765253,6.470428422,26.21211613,90.08020506,12.468954,4.448970082,78.60763128,30.53870752,39.84734448,0
Algeria,2009,0,98.87512421,19.20989616,19.38665177,-4.110718023,9790.216113,91.10418779,-10.9773679,-11.38356328,4.506235809,0.95067802,58.96923571,118.4166085,3.753010767,-0.90744554,88.73246269,75.57060908,20.34735422,0
